,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
1904,5.82,0.07725473599999999,6,257.633,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
1905,9.0,0.08630486,13,168.0816,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1906,12.857645184135977,0.12887653699999999,13,139.1838,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
1907,7.895,0.061163967,2,59.2588,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1908,13.8,0.058220302,4,247.4802,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1909,5.44,0.025519534,4,238.7538,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1910,16.7,0.070133177,6,109.8912,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1911,19.85,0.025947095,9,46.9376,34,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1912,10.395,0.091688111,0,49.0008,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1913,12.857645184135977,0.06613202877895107,14,40.5138,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1914,12.857645184135977,0.165101585,6,87.7882,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1915,15.1,0.059417055,9,237.9248,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1916,20.5,0.036287517000000005,6,121.2756,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1917,15.6,0.037764268999999996,13,124.9704,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1918,16.75,0.024848787999999997,14,39.9822,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1919,10.85,0.162903525,13,104.9622,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1920,16.2,0.016747538,5,98.6726,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1921,7.72,0.147904328,6,116.6466,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1922,12.857645184135977,0.079904068,13,120.044,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1923,5.785,0.040325274,13,180.46599999999998,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
1924,12.857645184135977,0.06302467,4,181.6318,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
1925,15.2,0.021203509,3,216.3824,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1926,13.1,0.098765906,5,196.3768,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1927,6.32,0.012707362,10,41.0822,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1928,17.85,0.04442649,13,124.902,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1929,12.857645184135977,0.12171245900000001,6,101.2016,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
1930,13.85,0.030769458,14,141.7154,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1931,5.78,0.014614357,14,147.3102,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1932,12.857645184135977,0.076868664,5,62.1194,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1933,6.885,0.140292495,3,108.5228,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1934,8.42,0.070555571,9,216.0192,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1935,7.63,0.061409711,14,94.6436,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1936,10.5,0.066555152,15,80.896,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1937,7.575,0.092711708,4,197.7768,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1938,13.5,0.017844608999999997,13,81.396,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
1939,12.15,0.025916882999999998,15,120.244,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1940,5.405,0.053611144000000006,3,197.7742,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1941,12.857645184135977,0.20778348300000002,9,262.291,36,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1942,7.435,0.122837694,15,208.7638,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1943,4.635,0.141174838,1,127.0994,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1944,8.96,0.069078149,6,197.7768,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1945,18.35,0.08934507400000001,9,191.9504,12,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1946,11.65,0.058822142,0,173.5422,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1947,10.5,0.07136869900000001,5,121.3098,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1948,7.39,0.068055818,8,140.7812,12,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1949,12.857645184135977,0.150122794,10,154.5314,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
1950,14.0,0.030094192000000002,6,215.7192,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1951,18.5,0.076097035,4,145.8102,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1952,13.65,0.025973384,13,79.6302,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1953,14.15,0.06613202877895107,13,244.1828,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1954,10.1,0.053887301,6,225.6088,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1955,10.1,0.024262772000000002,3,117.615,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1956,13.85,0.034624103999999996,7,115.0492,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1957,13.1,0.044281996,6,178.5318,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1958,18.75,0.052121825,8,104.82799999999999,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1959,14.0,0.135662712,5,52.06399999999999,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
1960,16.1,0.023613955,14,192.8846,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1961,12.857645184135977,0.082152451,3,179.9002,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1962,12.857645184135977,0.02363057,13,141.7154,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1963,12.35,0.164274416,9,119.8124,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1964,20.7,0.047587685,4,215.0876,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1965,7.825,0.07995298299999999,10,62.7826,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1966,12.857645184135977,0.024992442,9,53.6614,36,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1967,12.1,0.11510702800000001,0,222.0114,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1968,12.857645184135977,0.008604657,9,123.1756,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1969,14.65,0.08352844599999999,9,162.4552,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1970,12.857645184135977,0.036731658,10,177.237,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
1971,20.75,0.129337594,12,238.188,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1972,11.15,0.06613202877895107,11,65.0142,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1973,12.1,0.029827665,14,144.3444,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1974,11.6,0.157718931,2,168.3474,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1975,17.6,0.008046275,4,173.7422,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1976,12.857645184135977,0.06875355799999999,9,127.9678,36,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1977,12.857645184135977,0.013199737,3,108.9254,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1978,10.65,0.023971463,6,54.0272,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1979,18.35,0.09468096,6,86.2882,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1980,7.35,0.014394261,6,241.3512,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1981,18.2,0.049396364000000005,6,146.4734,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1982,8.39,0.024243294,5,116.0176,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1983,14.3,0.12246920900000001,4,121.973,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1984,10.195,0.017730951000000002,15,239.8538,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1985,14.15,0.035016754,13,245.3828,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1986,16.2,0.019417732,14,153.7972,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1987,12.857645184135977,0.066358426,9,195.2478,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1988,12.65,0.105265475,14,159.9578,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1989,12.857645184135976,0.038736754,14,37.319,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1990,10.895,0.04499187599999999,5,107.228,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1991,5.735,0.05696122,6,176.33700000000002,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1992,17.85,0.147255604,1,93.7436,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1993,5.82,0.077319079,6,255.433,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1994,10.0,0.089135671,8,146.9102,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1995,17.6,0.041373331,13,38.119,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1996,12.857645184135977,0.04403602,7,173.308,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1997,10.1,0.027041858999999998,10,77.567,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1998,12.857645184135976,0.056782237,6,241.2512,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
1999,17.6,0.03922186,13,97.241,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
2000,8.645,0.021581922000000003,3,53.3982,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2001,19.5,0.12820600099999999,1,155.9314,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2002,7.68,0.071301323,6,190.8162,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2003,15.7,0.030765898,7,43.277,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2004,5.405,0.053730029000000006,3,199.0742,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2005,20.85,0.062350672,0,86.9514,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2006,7.39,0.068163102,8,140.4812,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2007,6.465,0.06613202877895107,3,263.1884,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2008,18.25,0.015309885,13,197.6084,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2009,12.857645184135977,0.106538757,4,222.3772,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
2010,12.857645184135976,0.061999648,0,230.00099999999998,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2011,10.195,0.051618280999999995,1,31.9558,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2012,15.1,0.076505799,0,91.583,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2013,13.65,0.013091186000000001,6,114.8834,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
2014,12.857645184135977,0.022074764,13,141.418,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2015,12.857645184135976,0.079146113,5,181.46599999999998,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2016,5.985,0.096337184,5,125.2678,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2017,9.5,0.142425145,7,189.9872,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2018,11.15,0.06613202877895107,4,44.7744,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2019,12.857645184135976,0.041663111,8,188.6214,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2020,18.0,0.019386234,8,126.8994,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2021,12.857645184135976,0.135226962,8,56.293,36,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2022,16.2,0.06613202877895107,14,73.4696,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2023,13.15,0.036729122,5,179.7976,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2024,20.6,0.045380404000000006,8,148.4392,34,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2025,11.395,0.06958717099999999,10,234.6616,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
2026,6.78,0.08573655,6,229.5694,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
2027,8.84,0.076681143,5,110.7228,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2028,16.7,0.10205577699999999,3,184.0292,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2029,13.3,0.071856726,6,63.2536,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2030,12.6,0.063054947,5,102.399,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2031,7.6,0.14238384699999998,15,172.3448,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2032,12.6,0.03150851,0,170.5764,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
2033,6.67,0.123620492,13,90.0514,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2034,10.695,0.06375108,9,36.7848,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2035,12.857645184135976,0.04461205,4,241.1538,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2036,16.6,0.12220437099999999,6,173.5738,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2037,10.0,0.037764307000000004,13,127.2994,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
2038,19.1,0.09243771099999999,11,185.2608,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2039,17.6,0.137807013,8,161.792,23,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2040,19.5,0.07729230200000001,14,235.3958,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
2041,10.1,0.045763062,13,38.4848,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2042,8.6,0.090558833,9,112.6176,12,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2043,19.7,0.041703666,5,109.1912,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2044,15.35,0.014098693,5,37.219,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2045,5.26,0.042008667,0,162.6868,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2046,9.8,0.10693374800000001,6,175.33700000000002,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2047,16.5,0.012663476000000002,8,39.3506,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2048,10.5,0.041387618,6,40.1164,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2049,13.1,0.012148836000000001,11,191.35299999999998,12,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2050,12.857645184135976,0.005935001,13,98.8358,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
2051,9.3,0.014047825,13,196.5084,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2052,14.3,0.026375082,5,79.6302,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2053,12.857645184135976,0.06613202877895107,6,55.7298,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2054,10.8,0.052174319000000004,14,240.3564,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2055,12.857645184135976,0.06613202877895107,0,38.1848,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2056,12.85,0.13778685599999999,13,157.763,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2057,6.78,0.06660848700000001,6,184.62400000000002,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2058,9.195,0.064002068,5,85.5566,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2059,7.905,0.06406438,7,229.2694,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
2060,17.6,0.049345425,13,115.4176,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2061,15.7,0.11521312,3,112.0202,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2062,12.857645184135976,0.06613202877895107,5,83.7566,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2063,19.2,0.099991245,5,112.7886,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2064,7.405,0.015334003,3,92.7146,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2065,19.5,0.129170642,14,233.9958,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
2066,9.195,0.051908824000000006,0,78.1644,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2067,11.65,0.13177092199999998,0,151.1024,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2068,21.1,0.028984804,9,146.1786,34,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2069,8.695,0.120211747,9,93.2094,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2070,7.27,0.02076385,3,89.0488,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
2071,8.85,0.016006626,9,105.6964,34,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2072,18.6,0.015766712,13,152.9366,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2073,12.857645184135977,0.024536198999999998,9,144.6102,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2074,9.1,0.008046878,5,78.7618,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2075,7.975,0.014653896000000001,0,82.425,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2076,10.0,0.073794811,8,121.444,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2077,6.865,0.056830682,13,214.0218,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2078,16.7,0.054618573,15,65.5168,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2079,7.285,0.052141447,9,174.9054,23,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2080,8.43,0.017360867,14,196.2768,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2081,20.2,0.196438668,0,194.611,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
2082,8.75,0.074743226,6,187.6556,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2083,12.857645184135977,0.127792701,6,111.1886,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2084,12.857645184135977,0.024358634,8,190.4214,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2085,9.695,0.070431235,7,177.5344,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2086,7.75,0.08293069900000001,5,35.2558,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
2087,19.75,0.041330512,6,115.8466,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2088,9.8,0.235354055,0,50.8008,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
2089,11.8,0.057746382,10,152.4366,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2090,9.8,0.045337184,0,36.8874,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2091,7.42,0.020374875,13,248.0092,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2092,20.75,0.035568147,14,151.8024,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2093,12.6,0.062797771,5,103.999,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2094,19.75,0.018096488,5,179.56599999999997,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
2095,10.895,0.009613854,4,122.973,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
2096,16.6,0.026645307000000003,5,53.5614,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2097,6.765,0.08775368199999999,5,105.3306,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2098,13.1,0.037657459,6,175.8054,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2099,12.857645184135977,0.041091215,9,89.5514,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2100,6.155,0.095195306,10,213.956,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2101,10.65,0.048686689000000005,11,164.1526,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2102,12.857645184135977,0.11709121300000001,13,197.9084,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2103,20.25,0.022940826,0,241.8538,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
2104,20.5,0.119339241,0,106.0596,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2105,11.8,0.014075333999999998,5,176.8344,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
2106,15.0,0.046336634,1,120.0414,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2107,13.15,0.036641589,5,180.7976,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2108,15.5,0.101176316,6,198.9768,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
2109,12.857645184135977,0.035737372999999996,6,260.6278,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2110,11.6,0.079376029,5,81.7276,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2111,14.35,0.091054989,5,231.8984,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
2112,13.15,0.043852434,13,182.695,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2113,10.895,0.009620041999999999,4,121.67299999999999,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2114,10.1,0.054939848,8,199.5084,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2115,18.7,0.014675573999999999,14,50.8324,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2116,12.15,0.14526636,8,224.0404,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2117,10.195,0.14666293800000002,5,138.6838,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
2118,8.575,0.07178670599999999,4,193.3794,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
2119,16.5,0.133424184,6,102.2332,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
2120,9.065,0.11579959199999999,5,95.3094,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2121,16.6,0.027579198,9,178.7344,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2122,11.6,0.241055611,4,238.5222,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
2123,19.5,0.014332438999999999,9,57.1614,12,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2124,16.6,0.027133398,8,106.2596,23,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2125,11.85,0.132876847,4,98.0726,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2126,12.85,0.03315162,13,170.6422,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2127,9.0,0.019536981000000002,9,170.0474,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2128,5.655,0.085258864,6,165.85,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2129,8.93,0.013179388,9,55.1614,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2130,15.2,0.033592687,9,108.1912,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2131,7.655,0.05346916,3,114.1492,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2132,12.857645184135977,0.126831854,3,209.02700000000002,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2133,15.5,0.103603094,13,143.547,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2134,18.7,0.10484088400000001,5,122.1072,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2135,9.5,0.042056944000000006,14,31.89,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2136,13.65,0.040049609,5,34.4558,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2137,19.5,0.03075661,3,86.25399999999999,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
2138,8.71,0.06613202877895107,3,46.5376,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2139,12.857645184135977,0.03941584,4,247.8092,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2140,19.6,0.024363938999999998,4,46.3718,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2141,12.857645184135977,0.131443921,6,189.1872,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
2142,11.8,0.05872513099999999,8,82.3618,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
